#Chromosome/scaffold name	Gene Start (bp)	Gene End (bp)	HGNC symbol	Gene ID
20	44098346	44110172	WFDC2	ENSG00000101443
7	134429003	134655479	CALD1	ENSG00000122786
11	95523129	95565857	CEP57	ENSG00000166037
20	44141101	44144264	SPINT3	ENSG00000101446
20	44162835	44168134	WFDC6	ENSG00000243543
2	148602086	148688393	ACVR2A	ENSG00000121989
17	2592680	2615957	CLUH	ENSG00000132361
12	6679249	6716642	CHD4	ENSG00000111642
12	49207577	49222724	CACNB3	ENSG00000167535
20	44165625	44176391	EPPIN	ENSG00000101448
16	24549014	24584184	RBBP6	ENSG00000122257
1	19592476	19600688	AKR7L	ENSG00000211454
14	106235439	106237742	IGHG3	ENSG00000211897
1	19609052	19615744	AKR7A3	ENSG00000162482
1	116915290	116952883	ATP1A1	ENSG00000163399
16	67233014	67237932	ELMO3	ENSG00000102890
14	106303099	106312010	IGHD	ENSG00000211898
12	54402832	54407570	HOXC8	ENSG00000037965
14	106320349	106322323	IGHM	ENSG00000211899
7	97920963	98030380	BAIAP2L1	ENSG00000006453
1	19630459	19638640	AKR7A2	ENSG00000053371
12	54410715	54449813	HOXC4	ENSG00000198353
19	5891287	5904017	NDUFA11	ENSG00000174886
14	106329408	106329468	IGHJ6	ENSG00000211900
14	106330024	106330072	IGHJ5	ENSG00000242472
12	54426637	54429142	HOXC5	ENSG00000172789
3	108677086	108836989	MORC1	ENSG00000114487
14	106330425	106330470	IGHJ4	ENSG00000240041
19	5904869	5910864	VMAC	ENSG00000187650
14	106330797	106330845	IGHJ3	ENSG00000242887
19	5911718	5915888	CAPS	ENSG00000105519
3	38589548	38691164	SCN5A	ENSG00000183873
1	156904632	157015162	ARHGEF11	ENSG00000132694
1	117057157	117113661	CD58	ENSG00000116815
2	148687968	148779147	ORC4	ENSG00000115947
14	75370657	75390099	RPS6KL1	ENSG00000198208
12	54558529	54582778	SMUG1	ENSG00000123415
11	95566046	95658479	MTMR2	ENSG00000087053
14	93403259	93582665	ITPK1	ENSG00000100605
17	41561233	41621831	DHX8	ENSG00000067596
14	106331409	106331460	IGHJ2	ENSG00000211904
14	106331617	106331668	IGHJ1	ENSG00000211905
14	106331761	106331771	IGHD7-27	ENSG00000236597
14	106346892	106346911	IGHD1-26	ENSG00000211907
14	106347397	106347414	IGHD6-25	ENSG00000225825
14	106349761	106349780	IGHD5-24	ENSG00000211909
14	106350728	106350746	IGHD4-23	ENSG00000227196
14	106351889	106351919	IGHD3-22	ENSG00000211911
X	153126969	153174677	L1CAM	ENSG00000198910
3	49133365	49142553	QARS	ENSG00000172053
7	98246609	98259180	NPTX2	ENSG00000106236
1	117117031	117210375	IGSF3	ENSG00000143061
10	101801950	101841634	CPN1	ENSG00000120054
3	128968449	128996614	COPG1	ENSG00000181789
17	7465192	7475287	SENP3	ENSG00000161956
12	25348150	25362579	LYRM5	ENSG00000205707
1	19638820	19655794	PQLC2	ENSG00000040487
1	117236734	117249225	C1orf137	ENSG00000203864
7	32535038	33078516	AVL9	ENSG00000105778
3	109012635	109035364	DPPA2	ENSG00000163530
14	106354409	106354436	IGHD2-21	ENSG00000211912
1	117297007	117311850	CD2	ENSG00000116824
14	106357049	106357065	IGHD1-20	ENSG00000237020
14	106357557	106357577	IGHD6-19	ENSG00000211914
14	106359400	106359419	IGHD5-18	ENSG00000211915
14	106360366	106360381	IGHD4-17	ENSG00000227800
14	106361492	106361528	IGHD3-16	ENSG00000211917
14	106363815	106363845	IGHD2-15	ENSG00000211918
1	157061836	157069600	ETV3L	ENSG00000253831
7	98444111	98468394	TMEM130	ENSG00000166448
14	106366496	106366512	IGHD1-14	ENSG00000227108
3	109044988	109056419	DPPA4	ENSG00000121570
14	106367000	106367020	IGHD6-13	ENSG00000211920
14	106368507	106368529	IGHD5-12	ENSG00000211921
14	106369474	106369489	IGHD4-11	ENSG00000232543
19	5916150	5978153	RANBP3	ENSG00000031823
14	106370355	106370385	IGHD3-10	ENSG00000211923
14	106370539	106370569	IGHD3-9	ENSG00000211924
14	106373069	106373099	IGHD2-8	ENSG00000211925
14	106375766	106375782	IGHD1-7	ENSG00000237197
14	106376269	106376286	IGHD6-6	ENSG00000228131
7	32907784	32933743	KBTBD2	ENSG00000170852
14	106378116	106378135	IGHD5-5	ENSG00000211928
17	78180515	78194722	SGSH	ENSG00000181523
4	106473777	106629250	ARHGEF38	ENSG00000236699
1	117452679	117532980	PTGFRN	ENSG00000134247
12	54624724	54673886	CBX5	ENSG00000094916
12	25357723	25403870	KRAS	ENSG00000133703
14	106379081	106379096	IGHD4-4	ENSG00000233655
1	157090983	157108266	ETV3	ENSG00000117036
14	106380218	106380248	IGHD3-3	ENSG00000211930
1	19665267	19812066	CAPZB	ENSG00000077549
14	57670518	57735726	EXOC5	ENSG00000070367
7	104751151	105039755	SRPK2	ENSG00000135250
7	32997017	33046543	FKBP9	ENSG00000122642
12	25562241	25801513	IFLTD1	ENSG00000152936
1	117544382	117579167	CD101	ENSG00000134256
11	95709762	96076344	MAML2	ENSG00000184384
7	73082155	73086442	VPS37D	ENSG00000176428
14	93648541	93651273	MOAP1	ENSG00000165943
5	64885507	64921802	TRIM23	ENSG00000113595
14	93651296	93653434	TMEM251	ENSG00000153485
11	96085933	96123087	CCDC82	ENSG00000149231
14	75408537	75422487	PGF	ENSG00000119630
14	57735627	57756797	AP5M1	ENSG00000053770
7	73095299	73097783	DNAJC30	ENSG00000176410
11	96123153	96240738	JRKL	ENSG00000183340
6	31512239	31516204	ATP6V1G2	ENSG00000213760
1	117602925	117650075	TTF2	ENSG00000116830
7	33053742	33102409	NT5C3A	ENSG00000122643
16	24741016	24838953	TNRC6A	ENSG00000090905
19	17858527	17899377	FCHO1	ENSG00000130475
4	106603784	106817143	INTS12	ENSG00000138785
10	101909851	101948091	ERLIN1	ENSG00000107566
3	194308402	194354418	TMEM44	ENSG00000145014
11	98891683	100229616	CNTN5	ENSG00000149972
7	73097355	73119491	WBSCR22	ENSG00000071462
6	31514647	31526606	NFKBIL1	ENSG00000204498
3	38738293	38835501	SCN10A	ENSG00000185313
1	117653682	117665209	TRIM45	ENSG00000134253
4	106629935	106768885	GSTCD	ENSG00000138780
1	19923477	19956314	MINOS1	ENSG00000173436
10	101948055	101989376	CHUK	ENSG00000213341
8	140613081	140715299	KCNK9	ENSG00000169427
1	19923473	19984549	MINOS1-NBL1	ENSG00000270136
1	157483167	157522310	FCRL5	ENSG00000143297
14	57857262	57882635	NAA30	ENSG00000139977
16	67241042	67260951	LRRC29	ENSG00000125122
1	117686209	117753556	VTCN1	ENSG00000134258
12	6728001	6745613	LPAR5	ENSG00000184574
7	98475556	98610866	TRRAP	ENSG00000196367
17	7476024	7482323	EIF4A1	ENSG00000161960
16	67261006	67263181	TMEM208	ENSG00000168701
11	100558384	100862668	ARHGAP42	ENSG00000165895
16	24857162	24922949	SLC5A11	ENSG00000158865
14	57936019	57960585	C14orf105	ENSG00000100557
3	38887260	38992052	SCN11A	ENSG00000168356
1	117910071	118071494	MAN1A2	ENSG00000198162
8	140742586	141468678	TRAPPC9	ENSG00000167632
16	67263290	67281561	FHOD1	ENSG00000135723
12	105629068	105789875	C12orf75	ENSG00000235162
1	19967048	19984945	NBL1	ENSG00000158747
5	64920543	64962060	TRAPPC13	ENSG00000113597
1	118148556	118170994	FAM46C	ENSG00000183508
7	33134409	33149013	RP9	ENSG00000164610
12	6747241	6756626	ACRBP	ENSG00000111644
1	19991780	20006055	HTR6	ENSG00000158748
11	100862811	100864663	TMEM133	ENSG00000170647
14	24867992	24888494	NYNRIN	ENSG00000205978
1	118406107	118472253	GDAP2	ENSG00000196505
16	67271586	67306093	SLC9A5	ENSG00000135740
1	20008706	20126438	TMCO4	ENSG00000162542
14	58030640	58448912	SLC35F4	ENSG00000151812
17	2680350	2941033	RAP1GAP2	ENSG00000132359
19	5993175	6199583	RFX2	ENSG00000087903
1	157543539	157567870	FCRL4	ENSG00000163518
12	106457118	106533811	NUAK1	ENSG00000074590
6	31539831	31542101	LTA	ENSG00000226979
12	49223547	49246625	DDX23	ENSG00000174243
2	53994929	54002333	CHAC2	ENSG00000143942
4	106815932	106925184	NPNT	ENSG00000168743
1	118472343	118509165	WDR3	ENSG00000065183
14	93669239	93673439	C14orf142	ENSG00000170270
11	100900355	101001255	PGR	ENSG00000082175
3	58177984	58200424	DNASE1L3	ENSG00000163687
1	20140523	20141771	RNF186	ENSG00000178828
12	6759446	6772314	ING4	ENSG00000111653
1	20209006	20239438	OTUD3	ENSG00000169914
14	93673401	93695561	UBR7	ENSG00000012963
3	58223233	58281420	ABHD6	ENSG00000163686
16	67311413	67323402	PLEKHG4	ENSG00000196155
X	153167985	153172620	AVPR2	ENSG00000126895
8	140943416	140946190	C8orf17	ENSG00000250733
7	33168856	33645680	BBS9	ENSG00000122507
16	24930706	25026987	ARHGAP17	ENSG00000140750
17	78193498	78227299	SLC26A11	ENSG00000181045
8	141521397	141527236	CHRAC1	ENSG00000104472
11	101322295	101743293	TRPC6	ENSG00000137672
3	110788918	110994410	PVRL3	ENSG00000177707
12	26111962	26232825	RASSF8	ENSG00000123094
1	118496484	118727846	SPAG17	ENSG00000155761
2	54014181	54045956	ERLEC1	ENSG00000068912
1	20246502	20250110	PLA2G2E	ENSG00000188784
14	75469614	75476292	EIF2B2	ENSG00000119718
1	20301925	20306932	PLA2G2A	ENSG00000188257
19	17905637	17923891	B3GNT3	ENSG00000179913
14	24895738	24900160	CBLN3	ENSG00000139899
HSCHR21_2_CTG1_1	23470936	23488847	LINC00308	ENSG00000262510
7	105080108	105162714	PUS7	ENSG00000091127
19	17927321	17932383	INSL3	ENSG00000248099
1	20354672	20417683	PLA2G5	ENSG00000127472
6	31543344	31546113	TNF	ENSG00000232810
3	58291974	58310422	RPP14	ENSG00000163684
1	20438432	20446050	PLA2G2D	ENSG00000117215
14	24898492	24910540	KHNYN	ENSG00000100441
11	101761405	101787253	ANGPTL5	ENSG00000187151
1	20465819	20476879	PLA2G2F	ENSG00000158786
1	20487746	20503917	PLA2G2C	ENSG00000187980
19	17935589	17958880	JAK3	ENSG00000105639
3	111011566	111384597	CD96	ENSG00000153283
1	119425669	119532179	TBX15	ENSG00000092607
2	148778580	149275805	MBD5	ENSG00000204406
X	153172821	153200452	ARHGAP4	ENSG00000089820
11	101785746	101871789	KIAA1377	ENSG00000110318
12	49250928	49259681	RND1	ENSG00000172602
1	119573839	119683294	WARS2	ENSG00000116874
1	20512578	20522541	UBXN10	ENSG00000162543
3	39093489	39138155	WDR48	ENSG00000114742
1	157644111	157670647	FCRL3	ENSG00000160856
19	17970685	17974962	RPL18A	ENSG00000105640
10	101992055	102027437	CWF19L1	ENSG00000095485
14	93703896	93799438	BTBD7	ENSG00000011114
1	119911402	119936753	HAO2	ENSG00000116882
16	67323331	67360666	KCTD19	ENSG00000168676
6	31548302	31550299	LTB	ENSG00000227507
1	20617412	20681387	VWA5B1	ENSG00000158816
3	49145479	49158371	USP19	ENSG00000172046
1	119957554	119965658	HSD3B2	ENSG00000203859
7	105172532	105208124	RINT1	ENSG00000135249
19	17982782	18005983	SLC5A5	ENSG00000105641
17	41605212	41656988	ETV4	ENSG00000175832
14	75480467	75518235	MLH3	ENSG00000119684
14	24908972	24912111	SDR39U1	ENSG00000100445
19	18043825	18054800	CCDC124	ENSG00000007080
11	101918174	101955291	C11orf70	ENSG00000137691
19	18062102	18110889	KCNN1	ENSG00000105642
12	49297893	49325623	CCDC65	ENSG00000139537
1	120049821	120057681	HSD3B1	ENSG00000203857
12	26272959	26278060	BHLHE41	ENSG00000123095
1	20808884	20812713	CAMK2N1	ENSG00000162545
14	24974559	24977471	CMA1	ENSG00000092009
17	2965963	2966901	OR1D5	ENSG00000262628
1	20825943	20834654	MUL1	ENSG00000090432
17	2995352	2996290	OR1D2	ENSG00000184166
17	3029878	3030875	OR1G1	ENSG00000183024
6	31553901	31556686	LST1	ENSG00000204482
1	20878932	20881512	FAM43B	ENSG00000183114
14	25042728	25045466	CTSG	ENSG00000100448
17	3100813	3101742	OR1A2	ENSG00000172150
1	120162045	120190396	ZNF697	ENSG00000143067
19	6135258	6193112	ACSBG2	ENSG00000130377
1	20915441	20945401	CDA	ENSG00000158825
12	49315301	49320257	FKBP11	ENSG00000134285
17	3118915	3119844	OR1A1	ENSG00000172146
14	58466453	58764857	C14orf37	ENSG00000139971
12	26274924	26452223	SSPN	ENSG00000123096
17	3181193	3182268	OR3A2	ENSG00000221882
7	33944523	34195484	BMPER	ENSG00000164619
16	67360701	67419106	LRRC36	ENSG00000159708
17	3194929	3195876	OR3A1	ENSG00000180090
17	3300398	3301704	OR1E1	ENSG00000180016
19	6212966	6279959	MLLT1	ENSG00000130382
17	3323862	3324827	OR3A3	ENSG00000159961
1	120202421	120286838	PHGDH	ENSG00000092621
17	3336164	3337135	OR1E2	ENSG00000127780
19	6306153	6333640	ACER1	ENSG00000167769
14	25075686	25078905	GZMH	ENSG00000100450
7	73113536	73134002	STX1A	ENSG00000106089
11	101981192	102104154	YAP1	ENSG00000137693
10	14920819	14946314	SUV39H2	ENSG00000152455
19	6361463	6368919	CLPP	ENSG00000125656
2	149402009	149545130	EPC2	ENSG00000135999
19	6372444	6375042	ALKBH7	ENSG00000125652
19	6375159	6379069	PSPN	ENSG00000125650
19	18111941	18124911	ARRDC2	ENSG00000105643
1	157715523	157746922	FCRL2	ENSG00000132704
1	20959948	20978004	PINK1	ENSG00000158828
17	3343313	3417146	SPATA22	ENSG00000141255
10	102033713	102046469	BLOC1S2	ENSG00000196072
1	120290619	120311528	HMGCS2	ENSG00000134240
19	6379580	6393992	GTF2F1	ENSG00000125651
12	106631655	106698057	CKAP4	ENSG00000136026
1	20978270	20988000	DDOST	ENSG00000244038
3	39138150	39149854	GORASP1	ENSG00000114745
14	58666798	58701750	ACTR10	ENSG00000131966
5	64961755	65018862	SGTB	ENSG00000197860
19	18169805	18209754	IL12RB1	ENSG00000096996
14	93799565	94174222	UNC79	ENSG00000133958
11	102188215	102210134	BIRC3	ENSG00000023445
1	120336641	120354283	REG4	ENSG00000134193
16	25123050	25189552	LCMT1	ENSG00000205629
16	67423712	67427438	TPPP3	ENSG00000159713
1	120436156	120439118	ADAM30	ENSG00000134249
14	25100160	25103473	GZMB	ENSG00000100453
3	111311747	111314290	ZBED2	ENSG00000177494
1	20990507	21044510	KIF17	ENSG00000117245
19	18208603	18262502	MAST3	ENSG00000099308
3	111393523	111565294	PLCXD2	ENSG00000240891
12	106695707	106740793	TCP11L2	ENSG00000166046
7	73150424	73153197	ABHD11	ENSG00000106077
7	105205567	105241322	EFCAB10	ENSG00000185055
16	67428322	67450736	ZDHHC1	ENSG00000159714
1	120454176	120612240	NOTCH2	ENSG00000134250
19	6413359	6424805	KHSRP	ENSG00000088247
11	102217942	102249401	BIRC2	ENSG00000110330
1	157764193	157789895	FCRL1	ENSG00000163534
3	58318607	58411748	PXK	ENSG00000168297
19	18263928	18281350	PIK3R2	ENSG00000105647
7	34697851	34917944	NPSR1	ENSG00000187258
7	105245514	105517050	ATXN7L1	ENSG00000146776
16	25227052	25240261	AQP8	ENSG00000103375
16	67464555	67471456	HSD11B2	ENSG00000176387
1	21046225	21059330	SH2D5	ENSG00000189410
1	120837756	120855681	FAM72B	ENSG00000188610
3	194361517	194393206	LSG1	ENSG00000041802
16	25247322	25269252	ZKSCAN2	ENSG00000155592
11	102267063	102341115	TMEM123	ENSG00000152558
19	6426048	6433790	SLC25A41	ENSG00000181240
1	120926979	120935937	FCGR1B	ENSG00000198019
11	102391239	102401484	MMP7	ENSG00000137673
16	25703347	26149009	HS3ST4	ENSG00000182601
16	67471917	67515140	ATP6V0D1	ENSG00000159720
12	6775643	6798738	ZNF384	ENSG00000126746
1	143767144	143767881	PPIAL4G	ENSG00000236334
14	25278862	25519503	STXBP6	ENSG00000168952
1	143896452	143913143	FAM72D	ENSG00000215784
12	26490342	26986131	ITPR2	ENSG00000123104
17	78234665	78372586	RNF213	ENSG00000173821
1	157800704	157868046	CD5L	ENSG00000073754
7	73183328	73184600	CLDN3	ENSG00000165215
19	18283972	18288927	IFI30	ENSG00000216490
7	73213872	73247014	CLDN4	ENSG00000189143
19	6436090	6465214	SLC25A23	ENSG00000125648
1	21069154	21113816	HP1BP3	ENSG00000127483
19	18303992	18307758	MPV17L2	ENSG00000254858
HSCHR6_MHC_COX	30016578	30022582	ZNRD1	ENSG00000224859
14	26912299	27066960	NOVA1	ENSG00000139910
19	18307594	18314884	RAB3A	ENSG00000105649
7	98625061	98741723	SMURF1	ENSG00000198742
16	67516474	67517716	AGRP	ENSG00000159723
14	58711549	58738730	PSMA3	ENSG00000100567
11	102447566	102496063	MMP20	ENSG00000137674
16	27214807	27233089	KDM8	ENSG00000155666
11	102562218	102576537	MMP27	ENSG00000137675
14	75519924	75536186	ACYP1	ENSG00000119640
3	111451344	111695364	PHLDB2	ENSG00000144824
11	102582526	102597781	MMP8	ENSG00000118113
1	144146808	144224481	NBPF8	ENSG00000162825
17	3375668	3406713	ASPA	ENSG00000108381
16	27236312	27280115	NSMCE1	ENSG00000169189
14	75530873	75545126	ZC2HC1C	ENSG00000119703
10	102047903	102090243	PKD2L1	ENSG00000107593
3	49158547	49170551	LAMB2	ENSG00000172037
7	98771197	98805129	KPNA7	ENSG00000185467
19	6463788	6467232	CRB3	ENSG00000130545
12	49329506	49351334	ARF3	ENSG00000134287
3	39149152	39180394	TTC21A	ENSG00000168026
7	73248920	73256865	WBSCR27	ENSG00000165171
12	49359123	49365546	WNT10B	ENSG00000169884
1	144363462	144364246	PPIAL4B	ENSG00000255854
7	73275489	73280223	WBSCR28	ENSG00000175877
16	67552321	67580691	FAM65A	ENSG00000039523
12	106751436	106903976	POLR3B	ENSG00000013503
19	6467218	6482568	DENND1C	ENSG00000205744
5	65018023	65167553	NLN	ENSG00000123213
1	157963063	158070052	KIRREL	ENSG00000183853
17	3413796	3461289	TRPV3	ENSG00000167723
7	34968488	35077883	DPY19L1	ENSG00000173852
7	105517242	105676877	CDHR3	ENSG00000128536
1	158149737	158154686	CD1D	ENSG00000158473
7	35242042	35293758	TBX20	ENSG00000164532
1	158223927	158228059	CD1A	ENSG00000158477
14	29235050	29238870	FOXG1	ENSG00000176165
14	29241910	29282493	C14orf23	ENSG00000186960
1	144811744	144830413	NBPF9	ENSG00000168614
12	49372398	49375459	WNT1	ENSG00000125084
1	158259576	158263420	CD1C	ENSG00000158481
12	49388932	49393092	DDN	ENSG00000181418
2	149632819	149883273	KIF5C	ENSG00000168280
1	21132963	21503377	EIF4G3	ENSG00000075151
7	35672269	35735181	HERPUD2	ENSG00000122557
3	111697857	111712210	ABHD10	ENSG00000144827
16	27324989	27376099	IL4R	ENSG00000077238
1	158297741	158301321	CD1B	ENSG00000158485
7	98923521	98985787	ARPC1A	ENSG00000241685
14	30045687	30661104	PRKD1	ENSG00000184304
6	31556672	31560762	NCR3	ENSG00000204475
19	6494330	6502859	TUBB4A	ENSG00000104833
14	75548822	75594047	NEK9	ENSG00000119638
12	49396057	49412980	PRKAG1	ENSG00000181929
11	102641234	102651359	MMP10	ENSG00000166670
10	102106881	102124591	SCD	ENSG00000099194
11	102660651	102668891	MMP1	ENSG00000196611
19	18318771	18366229	PDE4C	ENSG00000105650
16	27413483	27462115	IL21R	ENSG00000103522
14	93813537	93814702	COX8C	ENSG00000187581
11	102706532	102714534	MMP3	ENSG00000149968
14	94184644	94254827	PRIMA1	ENSG00000175785
12	27058114	27091259	ASUN	ENSG00000064102
19	6531010	6535931	TNFSF9	ENSG00000125657
17	7482785	7485429	CD68	ENSG00000129226
11	102813724	102826463	MMP13	ENSG00000137745
7	35840542	35944917	SEPT7	ENSG00000122545
14	94385240	94395954	FAM181A	ENSG00000140067
11	102932805	102962944	DCUN1D5	ENSG00000137692
3	111717511	111732734	TAGLN3	ENSG00000144834
3	58413357	58419584	PDHB	ENSG00000168291
16	27470876	27561234	GTF3C1	ENSG00000077235
16	67596310	67673086	CTCF	ENSG00000102974
14	94400499	94443137	ASB2	ENSG00000100628
14	31028329	31089269	G2E3	ENSG00000092140
12	27091316	27119583	FGFR1OP2	ENSG00000111790
19	18367908	18385319	KIAA1683	ENSG00000130518
14	75598173	75643334	TMED10	ENSG00000170348
19	6583194	6604114	CD70	ENSG00000125726
3	39183346	39196053	CSRNP1	ENSG00000144655
19	6663148	6670599	TNFSF14	ENSG00000125735
17	7486847	7496107	MPDU1	ENSG00000129255
16	67678822	67691472	RLTPR	ENSG00000159753
7	98971872	98992424	ARPC1B	ENSG00000130429
3	39224701	39234087	XIRP1	ENSG00000168334
11	102980160	103350591	DYNC2H1	ENSG00000187240
19	6677715	6730573	C3	ENSG00000125730
3	39304985	39323226	CX3CR1	ENSG00000168329
1	158323254	158327343	CD1E	ENSG00000158488
3	111753690	111800116	TMPRSS7	ENSG00000176040
12	27126128	27167367	TM7SF3	ENSG00000064115
16	27561454	27791690	KIAA0556	ENSG00000047578
5	65222303	65378377	ERBB2IP	ENSG00000112851
14	75745477	75748933	FOS	ENSG00000170345
7	105730949	105753022	SYPL1	ENSG00000008282
19	6729925	6737614	GPR108	ENSG00000125734
14	94492675	94515276	OTUB2	ENSG00000089723
7	73442119	73484237	ELN	ENSG00000049540
1	21543740	21671997	ECE1	ENSG00000117298
14	94517266	94547591	DDX24	ENSG00000089737
1	158368312	158369256	OR10T2	ENSG00000186306
1	158389718	158390656	OR10K2	ENSG00000180708
10	14939358	14996431	DCLRE1C	ENSG00000152457
16	27798850	28074830	GSG1L	ENSG00000169181
17	3468738	3500392	TRPV1	ENSG00000196689
10	102222798	102243501	WNT8B	ENSG00000075290
1	158435272	158436344	OR10K1	ENSG00000173285
1	158449668	158450675	OR10R2	ENSG00000198965
1	158516918	158517895	OR6Y1	ENSG00000197532
1	21766621	21811498	NBPF3	ENSG00000142794
1	158532441	158533394	OR6P1	ENSG00000186440
14	75894419	75940814	JDP2	ENSG00000140044
12	49412758	49453557	KMT2D	ENSG00000167548
1	158548709	158549689	OR10X1	ENSG00000186400
16	28109300	28223241	XPO6	ENSG00000169180
7	98989671	99006452	PDAP1	ENSG00000106244
1	158576229	158577170	OR10Z1	ENSG00000198967
7	99006264	99017239	BUD31	ENSG00000106245
12	27175479	27219276	MED21	ENSG00000152944
7	105888731	105926772	NAMPT	ENSG00000105835
10	102246399	102289628	SEC31B	ENSG00000075826
14	75988768	76013358	BATF	ENSG00000156127
1	21835858	21904905	ALPL	ENSG00000162551
12	6802958	6809966	PIANP	ENSG00000139200
3	58477841	58488087	KCTD6	ENSG00000168301
1	158580496	158656488	SPTA1	ENSG00000163554
3	111805182	111849851	C3orf52	ENSG00000114529
19	6737936	6751537	TRIP10	ENSG00000125733
14	76044960	76129557	FLVCR2	ENSG00000119686
11	103777914	104035107	PDGFD	ENSG00000170962
14	94547628	94570192	IFI27L1	ENSG00000165948
16	28303840	28335170	SBK1	ENSG00000188322
3	194406622	194409762	FAM43A	ENSG00000185112
11	103907308	103909922	DDI1	ENSG00000170967
16	28353876	28374829	NPIPB6	ENSG00000198156
6	31582961	31584798	AIF1	ENSG00000204472
3	111839688	111852152	GCSAM	ENSG00000174500
17	41717756	41739322	MEOX1	ENSG00000005102
12	27233991	27235447	C12orf71	ENSG00000214700
11	104756445	104769397	CASP12	ENSG00000204403
16	28390900	28415200	EIF3CL	ENSG00000205609
7	106297211	106301442	CCDC71L	ENSG00000253276
17	7491496	7493488	SOX15	ENSG00000129194
1	144836157	145076186	PDE4DIP	ENSG00000178104
2	54080050	54087126	GPR75	ENSG00000119737
12	6832907	6841041	COPS7A	ENSG00000111652
16	28467693	28481868	NPIPB7	ENSG00000233232
12	27396901	27478892	STK38L	ENSG00000211455
2	149894621	150071776	LYPD6B	ENSG00000150556
7	106505723	106547590	PIK3CG	ENSG00000105851
